N,P,K,ph,temperature,humidity,rainfall,crop
141,87,94,7.1,32.22,78.23,242.69,Sugarcane
90,49,58,6.41,11.15,53.93,89.37,Wheat
50,65,65,6.18,29.67,62.43,50.3,Groundnut
73,57,57,6.45,23.5,53.29,41.47,Barley
108,55,74,6.03,26.49,59.13,157.6,Maize
113,58,55,5.74,30.69,91.37,233.03,Rice
56,41,62,6.19,25.77,52.4,90.74,Groundnut
116,47,48,6.1,25.23,80.23,230.36,Rice
157,89,88,7.07,35.88,68.28,257.14,Sugarcane
144,71,65,6.9,34.48,58.98,121.95,Cotton
144,81,87,6.87,33.72,86.96,231.62,Sugarcane
127,65,72,6.44,29.21,51.54,81.23,Cotton
125,67,62,6.58,32.96,55.96,97.87,Cotton
127,63,52,6.39,27.99,79.21,250.07,Rice
125,64,59,6.72,31.16,61.72,109.26,Cotton
119,70,65,6.59,36.06,53.84,123.58,Cotton
83,26,47,6.75,17.07,47.21,70.06,Barley
49,41,58,6.95,18.22,52.04,76.21,Barley
128,53,56,6.26,22.61,83.35,234.66,Rice
158,92,96,6.85,27.83,73.05,273.18,Sugarcane
156,81,92,7.09,30.57,78.3,262.27,Sugarcane
165,77,85,7.17,28.63,63.34,233.51,Sugarcane
144,64,60,6.8,30.63,60.24,93.0,Cotton
110,60,55,6.42,20.68,71.46,131.06,Maize
82,46,39,6.4,15.63,53.77,64.06,Barley
136,66,61,6.58,26.8,62.02,91.29,Cotton
57,48,48,6.89,17.0,59.57,74.17,Barley
160,91,102,6.94,27.56,74.55,272.31,Sugarcane
134,50,61,6.07,26.23,80.81,207.84,Rice
122,70,47,6.46,28.78,88.91,195.26,Rice
108,62,49,6.24,29.5,80.09,252.11,Rice
54,33,47,6.63,12.59,43.86,45.13,Barley
125,67,67,6.97,33.31,66.16,110.4,Cotton
81,61,51,6.51,16.23,51.17,79.13,Wheat
93,46,41,6.95,12.88,53.66,28.93,Wheat
69,41,42,6.57,30.56,64.75,67.28,Groundnut
86,48,39,6.55,19.23,55.05,73.82,Wheat
70,40,43,6.84,18.18,40.35,35.53,Barley
123,54,67,6.49,30.44,88.15,203.42,Rice
119,74,61,6.52,23.16,69.52,144.21,Maize
146,74,102,7.31,33.83,70.25,211.05,Sugarcane
98,56,52,6.26,23.14,69.22,144.17,Maize
107,60,49,6.34,24.69,63.96,102.14,Maize
103,59,51,7.08,20.76,65.29,135.63,Maize
114,74,68,6.28,27.88,56.5,114.21,Cotton
129,66,56,7.0,34.66,74.23,136.15,Cotton
117,60,44,6.33,29.07,92.39,209.63,Rice
167,76,70,7.1,30.19,61.31,129.09,Cotton
110,61,59,6.35,32.02,81.47,193.01,Rice
60,34,53,6.32,24.76,61.32,84.4,Groundnut
175,85,84,6.63,27.53,76.09,240.58,Sugarcane
72,44,35,7.15,17.93,43.86,87.51,Wheat
86,52,58,6.94,23.47,60.43,90.46,Wheat
86,37,45,6.73,9.43,45.79,42.96,Barley
99,33,46,6.26,28.84,61.47,123.64,Maize
156,86,82,7.1,28.02,80.64,239.87,Sugarcane
91,46,58,6.86,24.91,62.02,131.72,Maize
165,89,85,8.07,34.26,76.36,246.36,Sugarcane
127,52,60,6.61,21.8,95.61,214.34,Rice
104,58,56,6.7,27.44,62.64,166.33,Maize
99,60,53,6.28,22.72,69.27,158.05,Maize
117,51,74,6.9,25.35,85.74,206.39,Rice
103,55,56,6.29,25.08,62.1,158.03,Maize
74,49,58,6.46,24.69,60.04,96.47,Groundnut
107,64,45,6.55,27.56,66.35,116.79,Maize
61,47,47,6.26,21.7,64.03,123.8,Groundnut
101,49,39,6.87,30.01,63.24,153.24,Maize
166,87,91,7.04,27.57,72.78,274.13,Sugarcane
155,77,101,6.96,30.41,71.2,255.18,Sugarcane
69,64,41,6.46,23.91,64.57,84.94,Groundnut
156,68,84,6.8,31.74,76.42,238.03,Sugarcane
71,44,59,6.81,28.97,58.52,71.06,Groundnut
121,59,58,6.62,28.98,96.38,202.96,Rice
137,76,74,6.89,37.17,63.5,114.44,Cotton
108,39,52,7.27,19.8,55.88,60.63,Wheat
54,39,52,6.61,18.58,49.22,50.75,Barley
50,48,51,7.18,18.59,48.64,75.22,Barley
114,83,55,6.93,29.04,69.98,175.48,Maize
106,46,56,6.29,22.34,60.69,129.11,Maize
101,62,62,6.2,24.15,92.38,229.83,Rice
63,43,41,6.61,16.74,41.47,65.02,Barley
62,47,65,7.06,17.09,53.64,71.52,Barley
112,40,59,6.05,23.01,69.11,143.16,Maize
62,52,46,6.9,23.5,40.07,49.45,Barley
61,38,69,6.06,28.08,57.47,76.66,Groundnut
96,62,45,6.67,28.29,58.64,135.44,Maize
89,34,48,6.4,19.98,47.19,100.25,Wheat
77,60,43,6.26,18.71,53.73,57.81,Wheat
129,64,67,6.56,24.69,83.35,204.4,Rice
122,59,52,6.39,24.3,91.95,192.88,Rice
116,56,55,6.25,19.76,87.03,203.09,Rice
110,64,70,6.52,22.96,64.48,128.67,Maize
58,46,42,6.71,18.17,55.78,123.08,Barley
122,51,64,6.22,27.03,86.19,222.06,Rice
121,60,54,6.64,29.59,89.29,217.54,Rice
70,47,55,6.19,31.25,59.99,95.53,Groundnut
127,45,65,6.33,30.12,88.88,252.16,Rice
70,56,50,6.2,29.77,58.37,89.91,Groundnut
84,59,63,6.46,29.06,63.29,91.21,Groundnut
107,59,45,6.18,27.14,70.26,160.74,Maize
86,54,53,6.63,13.47,71.44,77.18,Wheat
73,37,50,6.4,24.32,44.69,64.0,Wheat
131,68,52,7.24,33.19,53.92,138.56,Cotton
98,51,44,6.66,29.96,77.83,147.73,Maize
52,44,53,6.06,30.48,65.43,113.35,Groundnut
99,66,63,7.09,26.66,60.62,131.19,Maize
140,66,53,6.32,26.09,92.71,191.6,Rice
73,38,45,6.65,13.23,45.77,101.95,Barley
128,61,49,6.24,26.18,84.61,228.52,Rice
100,57,50,6.51,19.09,69.23,176.16,Maize
74,67,50,6.76,27.08,62.26,88.93,Groundnut
65,45,57,6.51,26.27,63.0,94.76,Groundnut
79,57,56,5.96,28.53,53.07,139.89,Groundnut
78,54,52,6.64,28.03,58.15,110.36,Groundnut
147,67,64,7.16,29.21,61.96,106.61,Cotton
146,70,68,6.49,30.91,56.42,110.54,Cotton
89,49,52,6.22,23.67,65.37,144.3,Maize
168,79,79,6.47,36.44,70.07,236.28,Sugarcane
62,56,57,6.45,13.94,41.5,27.54,Barley
123,64,71,6.53,26.5,82.76,224.77,Rice
134,70,75,7.1,34.84,56.22,100.39,Cotton
65,50,43,7.02,15.81,53.48,67.79,Barley
98,47,51,6.41,27.15,70.2,119.27,Maize
91,50,65,6.49,21.66,76.55,117.2,Maize
88,54,47,7.0,20.74,59.49,82.36,Wheat
67,43,50,6.59,11.59,42.89,54.77,Barley
128,54,62,5.93,29.22,94.77,200.1,Rice
47,46,56,6.89,16.65,51.77,33.26,Barley
163,78,89,7.47,30.44,75.85,253.64,Sugarcane
146,72,74,6.83,29.77,73.78,241.7,Sugarcane
121,76,63,7.09,29.11,65.18,126.9,Cotton
57,42,59,6.23,24.15,59.02,103.44,Groundnut
86,65,45,6.98,17.98,55.38,90.83,Barley
71,58,39,6.44,23.98,59.1,84.95,Groundnut
166,70,86,7.19,24.2,81.49,271.26,Sugarcane
143,63,80,7.13,33.9,62.16,91.39,Cotton
129,80,76,6.56,31.17,68.72,116.39,Cotton
85,63,42,6.4,22.58,60.98,88.64,Wheat
124,56,57,6.49,24.51,83.21,202.81,Rice
131,71,87,7.05,30.51,54.0,108.07,Cotton
92,67,46,5.79,22.1,66.93,137.64,Maize
127,75,86,7.19,31.64,76.89,267.94,Sugarcane
52,43,55,6.89,17.56,53.74,76.5,Barley
91,61,48,6.64,16.05,48.0,79.22,Barley
76,50,41,5.94,26.78,72.41,132.47,Groundnut
101,50,43,5.89,26.16,73.24,137.23,Maize
154,89,95,6.97,32.41,85.41,256.26,Sugarcane
90,65,59,6.29,26.24,60.73,170.08,Maize
168,86,105,7.04,33.57,77.89,262.3,Sugarcane
100,34,47,7.21,16.46,62.73,108.29,Wheat
62,51,36,7.15,9.82,52.99,86.33,Barley
118,70,67,6.96,31.04,58.52,113.18,Cotton
168,83,96,7.13,29.28,75.68,239.99,Sugarcane
72,41,43,5.78,28.62,53.75,122.11,Groundnut
97,53,71,6.39,20.2,70.08,160.16,Maize
136,62,55,6.02,29.19,84.41,251.48,Rice
93,57,52,6.26,29.19,59.47,126.48,Maize
102,44,57,7.34,21.64,55.53,73.36,Wheat
54,35,52,6.37,18.38,48.23,105.57,Barley
139,67,54,7.07,29.11,66.2,94.48,Cotton
84,59,47,6.55,24.52,54.49,90.72,Groundnut
168,70,80,7.04,31.33,81.03,234.3,Sugarcane
119,61,43,6.81,20.26,58.92,88.85,Wheat
111,48,58,6.36,28.31,83.51,232.66,Rice
118,61,69,6.15,29.11,83.03,220.57,Rice
113,43,62,6.42,29.67,83.87,211.39,Rice
46,60,49,5.97,24.08,56.83,100.12,Groundnut
72,55,48,6.02,27.91,45.39,97.84,Groundnut
125,73,69,6.88,33.19,54.83,138.59,Cotton
120,53,62,6.34,25.18,91.66,238.58,Rice
87,51,45,6.39,13.35,47.31,93.38,Wheat
89,44,58,6.09,16.41,59.09,74.12,Wheat
125,74,80,6.85,32.03,54.09,105.55,Cotton
121,77,65,6.65,31.66,61.83,85.85,Cotton
164,80,92,7.46,31.97,76.4,258.45,Sugarcane
168,80,90,7.66,30.53,74.73,260.48,Sugarcane
170,90,89,7.12,32.34,71.26,264.74,Sugarcane
101,58,57,6.87,24.73,69.09,115.38,Maize
107,56,75,7.15,27.95,65.5,106.06,Cotton
76,61,40,6.41,23.35,61.67,105.84,Groundnut
47,38,46,6.42,14.74,49.36,112.42,Barley
93,50,55,6.76,21.89,67.53,130.72,Maize
159,78,88,7.19,24.98,78.54,243.63,Sugarcane
154,83,78,6.77,27.22,69.48,233.53,Sugarcane
57,48,53,6.45,28.85,66.29,134.11,Groundnut
50,47,53,6.36,18.49,51.12,60.91,Barley
56,54,44,6.54,12.74,49.19,46.61,Barley
130,60,53,6.88,25.75,74.19,229.17,Rice
85,54,63,7.04,25.29,64.35,150.01,Maize
72,56,58,6.31,25.41,55.32,135.17,Groundnut
73,44,24,6.9,9.94,39.4,89.97,Barley
101,57,53,6.51,28.64,62.71,134.43,Maize
89,49,41,6.68,11.0,52.73,59.01,Barley
68,52,43,6.53,24.28,63.84,82.68,Groundnut
131,57,67,6.46,29.34,87.12,187.91,Rice
87,43,42,6.9,16.53,63.37,109.33,Wheat
86,37,61,7.21,15.98,59.61,73.36,Wheat
110,39,57,6.73,33.88,78.85,229.93,Rice
122,72,81,6.91,35.99,71.19,160.61,Cotton
113,59,60,5.82,23.59,86.68,205.26,Rice
124,64,69,5.97,33.26,72.46,204.62,Rice
162,87,104,7.04,35.17,68.21,243.12,Sugarcane
117,59,75,6.61,32.61,87.99,205.77,Rice
137,54,52,6.3,25.57,66.79,125.74,Cotton
70,58,47,6.42,28.4,56.33,108.88,Groundnut
128,63,79,6.64,34.68,62.34,102.69,Cotton
99,59,41,6.56,21.87,60.19,154.66,Maize
90,63,54,7.03,18.12,54.24,49.1,Wheat
130,72,52,7.11,28.49,59.89,96.81,Cotton
116,65,44,6.75,31.16,85.49,215.46,Rice
144,68,86,7.03,28.72,82.25,258.47,Sugarcane
79,50,55,6.05,26.0,59.88,87.37,Groundnut
74,38,54,6.34,14.64,42.11,48.39,Barley
118,58,69,6.58,19.18,88.28,223.89,Rice
114,56,62,6.54,18.87,90.11,248.73,Rice
132,64,55,6.76,31.62,86.35,202.0,Rice
163,86,86,7.02,29.91,83.71,257.58,Sugarcane
128,62,66,6.35,31.61,85.04,221.16,Rice
89,50,48,6.29,15.7,56.22,75.02,Wheat
107,59,49,6.35,24.84,74.42,153.82,Maize
80,50,48,7.3,19.49,45.8,54.7,Wheat
70,53,46,6.37,22.63,71.37,108.3,Groundnut
102,66,73,6.52,24.74,84.38,197.63,Rice
121,63,54,5.9,29.51,74.68,213.65,Rice
59,57,31,6.23,27.32,57.75,131.67,Groundnut
97,54,44,6.85,15.45,55.09,86.62,Wheat
107,69,70,6.03,32.07,84.28,228.37,Rice
86,61,43,6.85,15.67,57.1,79.68,Wheat
171,77,93,6.9,30.96,85.75,237.07,Sugarcane
90,56,44,6.55,15.97,52.14,96.31,Wheat
100,45,42,6.71,15.1,57.82,56.76,Wheat
90,60,52,6.7,27.76,63.78,174.21,Maize
81,43,50,6.34,17.19,56.26,115.69,Wheat
94,47,37,7.66,18.8,55.56,58.04,Wheat
84,46,55,6.3,26.93,63.69,62.75,Groundnut
161,98,93,7.01,29.68,69.14,274.62,Sugarcane
61,45,40,6.35,21.88,47.52,75.31,Barley
159,83,83,7.14,31.05,70.23,260.08,Sugarcane
117,64,51,6.26,26.61,57.76,99.96,Maize
88,68,58,6.42,26.49,67.37,111.42,Maize
124,65,61,6.7,29.73,83.52,210.74,Rice
143,75,103,7.21,29.09,76.26,273.93,Sugarcane
75,52,52,6.41,25.13,58.15,108.05,Groundnut
116,53,57,6.88,30.41,89.31,191.68,Rice
90,68,52,6.74,15.3,47.79,60.17,Wheat
164,73,99,7.15,25.09,79.57,277.27,Sugarcane
56,45,65,6.35,27.81,56.79,92.11,Groundnut
166,82,91,7.32,30.58,75.07,264.7,Sugarcane
58,48,38,7.14,17.83,44.09,83.11,Barley
71,29,30,6.66,21.5,57.28,75.68,Groundnut
158,81,95,6.98,32.21,80.69,258.3,Sugarcane
124,58,62,6.33,30.0,77.27,212.73,Rice
76,48,53,7.04,16.99,46.98,79.94,Barley
137,57,82,6.82,28.67,56.56,103.26,Cotton
57,45,40,6.55,16.46,42.3,26.98,Barley
143,90,94,7.38,32.49,74.16,249.41,Sugarcane
160,91,89,6.66,29.33,80.85,212.31,Sugarcane
93,64,64,6.63,18.76,47.85,96.49,Wheat
81,56,60,7.01,19.66,54.37,95.5,Wheat
114,59,62,6.16,29.27,82.63,219.71,Rice
123,58,66,6.37,26.85,87.7,237.52,Rice
55,41,29,6.38,29.0,63.58,87.72,Groundnut
84,47,41,6.52,28.69,58.7,145.15,Maize
106,43,59,6.35,21.36,65.65,150.78,Maize
170,69,91,7.2,38.51,73.41,235.77,Sugarcane
52,43,53,7.14,16.83,56.69,60.8,Barley
66,47,52,6.24,25.31,70.15,126.16,Groundnut
141,65,69,7.15,35.72,48.17,95.27,Cotton
108,66,43,6.45,24.91,69.28,92.12,Maize
57,37,43,6.64,13.52,50.05,74.99,Barley
121,56,72,6.78,35.85,57.62,109.71,Cotton
126,67,79,7.02,29.18,62.78,117.93,Cotton
107,47,27,6.74,18.4,41.91,106.68,Wheat
135,69,76,7.18,23.26,57.83,72.85,Cotton
71,45,54,6.9,16.59,48.47,93.38,Barley
59,53,43,6.61,16.48,57.41,75.08,Barley
88,50,37,7.0,18.54,60.01,80.0,Wheat
104,56,66,6.46,24.26,85.87,227.71,Rice
74,61,51,6.68,16.87,44.92,91.87,Wheat
100,37,37,6.25,23.91,72.33,139.19,Maize
106,55,43,6.34,28.64,62.84,95.59,Maize
95,55,59,6.17,27.08,65.17,133.93,Maize
134,69,76,7.39,24.57,65.42,140.94,Cotton
105,61,63,6.53,26.37,71.41,142.23,Maize
132,61,60,5.99,30.24,88.23,263.27,Rice
74,49,54,6.46,23.72,71.79,101.35,Groundnut
144,91,87,7.22,24.04,78.65,258.33,Sugarcane
101,53,42,7.36,18.78,55.09,62.89,Wheat
124,73,81,7.12,35.7,58.44,97.54,Cotton
129,54,57,6.28,23.61,86.48,225.22,Rice
51,46,36,6.38,13.37,49.22,98.68,Barley
127,72,67,6.64,35.07,61.29,88.95,Cotton
154,91,99,7.11,35.52,74.27,250.45,Sugarcane
84,58,51,6.64,20.41,50.84,81.91,Wheat
93,61,36,7.06,14.71,59.28,70.5,Wheat
115,59,78,7.33,32.1,37.67,95.13,Cotton
98,53,58,6.42,28.43,74.9,183.82,Maize
97,57,60,6.49,23.62,68.8,140.67,Maize
147,82,82,7.43,32.72,76.36,222.17,Sugarcane
80,52,42,6.88,15.79,44.38,86.13,Wheat
124,71,65,6.64,28.25,92.05,228.2,Rice
61,33,29,6.33,18.41,48.18,54.56,Barley
165,84,89,7.62,32.89,73.16,265.15,Sugarcane
120,60,58,6.76,27.75,79.4,212.13,Rice
115,61,69,6.22,24.98,86.27,184.14,Rice
100,60,60,6.56,25.88,62.83,124.7,Maize
178,77,98,7.06,35.4,66.77,251.3,Sugarcane
121,51,83,6.46,30.91,51.04,93.29,Cotton
152,66,88,6.71,30.49,74.2,241.96,Sugarcane
95,42,36,6.97,23.23,50.02,104.44,Wheat
99,63,54,6.24,29.37,73.17,119.59,Maize
125,74,79,7.16,27.26,58.29,115.64,Cotton
60,38,37,6.28,13.9,47.33,42.97,Barley
103,51,48,6.4,18.68,62.04,125.91,Maize
173,81,92,7.29,31.77,74.89,231.97,Sugarcane
99,52,53,6.16,27.23,64.35,124.85,Maize
111,58,62,6.24,32.06,87.12,220.79,Rice
72,47,36,6.3,17.05,50.69,44.33,Barley
83,52,53,6.15,25.64,65.74,150.38,Maize
64,57,51,6.73,11.63,43.13,82.75,Barley
128,77,72,6.98,33.06,62.34,107.72,Cotton
116,73,63,6.5,27.61,84.66,214.73,Rice
118,75,75,7.1,33.28,64.72,138.12,Cotton
118,55,48,6.14,28.59,86.63,222.97,Rice
130,85,66,6.77,35.01,65.06,113.07,Cotton
114,41,52,6.43,28.23,61.54,115.97,Maize
139,62,71,7.35,31.73,60.43,111.1,Cotton
78,52,46,6.77,22.84,51.5,81.2,Wheat
114,52,49,6.6,22.78,64.13,139.84,Maize
76,56,62,6.67,14.58,42.71,60.38,Wheat
74,58,50,6.4,26.37,57.83,84.61,Groundnut
69,36,46,6.89,21.98,55.29,75.07,Wheat
99,51,64,6.49,22.5,65.2,124.37,Maize
146,79,89,6.44,30.56,69.11,264.13,Sugarcane
64,48,33,6.84,26.09,63.93,104.91,Groundnut
59,51,38,6.31,26.47,62.01,124.23,Groundnut
111,58,62,6.35,29.3,93.81,209.85,Rice
168,79,92,7.28,30.8,70.75,260.43,Sugarcane
79,54,49,6.39,26.74,49.37,109.2,Groundnut
144,62,55,6.89,33.76,63.35,87.29,Cotton
78,32,56,6.15,28.75,62.61,99.59,Groundnut
96,55,50,7.07,25.64,63.56,69.55,Wheat
74,45,57,6.28,26.76,60.57,96.96,Groundnut
71,38,45,6.24,19.13,58.43,72.0,Barley
121,55,52,5.87,25.91,87.37,205.94,Rice
149,71,102,7.63,31.25,64.84,241.49,Sugarcane
68,44,45,7.09,19.17,53.56,75.04,Barley
64,47,61,7.14,12.86,58.72,97.54,Barley
57,43,56,6.83,15.58,46.54,83.47,Barley
61,43,55,6.72,10.63,57.59,86.26,Barley
156,83,83,7.05,31.53,85.83,248.51,Sugarcane
128,59,48,6.38,33.11,91.23,218.76,Rice
113,54,55,7.15,18.05,58.98,94.36,Wheat
57,42,41,6.41,21.38,49.58,88.54,Barley
94,62,50,6.84,18.05,63.91,72.62,Wheat
126,51,55,6.97,27.43,86.09,237.4,Rice
170,69,82,6.71,21.94,79.21,278.59,Sugarcane
78,44,55,6.31,27.04,65.01,111.22,Groundnut
111,56,61,6.61,25.34,69.65,146.91,Maize
132,66,73,7.08,34.11,59.1,80.53,Cotton
131,65,78,6.24,30.87,84.47,244.67,Rice
128,67,53,6.41,30.05,83.95,241.46,Rice
127,67,68,6.81,30.52,58.67,114.76,Cotton
178,89,102,7.53,37.93,69.82,234.09,Sugarcane
167,86,84,7.11,29.87,75.85,242.56,Sugarcane
140,64,65,6.78,34.05,54.63,141.0,Cotton
90,64,59,7.11,22.54,69.31,150.98,Maize
112,60,54,6.6,31.08,88.0,252.38,Rice
137,71,101,6.96,26.1,82.56,221.36,Sugarcane
104,49,47,6.12,25.17,72.89,129.89,Maize
54,51,43,6.47,24.46,58.2,94.19,Groundnut
112,48,42,6.39,26.31,77.86,243.78,Rice
98,69,60,6.09,22.18,65.76,112.49,Maize
121,76,60,6.34,26.93,84.1,247.46,Rice
74,44,66,6.66,27.16,59.63,114.03,Groundnut
121,58,71,7.23,33.04,62.29,113.36,Cotton
112,68,63,5.94,26.38,86.93,236.76,Rice
75,43,56,6.7,25.45,61.79,95.89,Groundnut
106,67,45,6.2,11.71,61.61,79.06,Wheat
99,53,71,6.39,26.51,62.98,155.67,Maize
121,61,58,6.85,23.2,80.86,217.93,Rice
97,50,52,6.8,19.92,42.16,51.6,Wheat
131,57,69,6.75,35.1,61.22,119.46,Cotton
79,46,51,6.61,19.73,58.6,90.73,Wheat
94,61,55,6.51,21.61,64.64,146.43,Maize
126,54,49,6.71,25.85,59.57,149.66,Maize
84,43,56,6.73,17.76,56.4,85.31,Wheat
53,23,49,6.62,12.67,58.13,102.3,Barley
102,69,59,6.83,27.21,66.56,163.29,Maize
126,67,59,6.22,23.32,89.1,228.48,Rice
102,59,49,6.18,26.26,63.2,169.58,Maize
57,57,52,5.86,23.87,60.07,53.86,Groundnut
55,44,45,6.08,21.76,68.22,112.85,Groundnut
115,46,63,6.78,28.83,80.76,220.89,Rice
71,52,57,6.73,27.38,56.81,117.33,Groundnut
106,39,63,6.72,18.11,49.57,64.57,Wheat
100,56,49,6.13,19.85,71.34,149.93,Maize
109,51,57,6.51,24.59,66.47,155.47,Maize
82,49,47,6.83,15.75,48.62,79.17,Wheat
84,54,53,6.14,24.29,52.14,115.15,Groundnut
87,47,47,6.77,29.63,62.77,116.12,Groundnut
69,47,62,6.52,25.65,59.33,121.48,Groundnut
111,64,73,6.93,25.83,58.85,159.46,Cotton
95,47,51,6.72,27.07,70.01,135.43,Maize
141,74,85,6.87,27.55,61.7,108.57,Cotton
64,50,53,6.27,28.29,58.23,36.97,Groundnut
135,65,74,6.89,29.46,56.19,134.99,Cotton
78,54,54,6.51,26.99,59.94,116.6,Groundnut
123,58,53,6.18,34.15,85.0,235.64,Rice
109,57,71,6.63,27.53,86.54,207.99,Rice
126,63,57,6.15,25.34,87.67,244.58,Rice
67,59,42,6.51,25.22,65.65,115.67,Groundnut
52,54,48,6.48,16.61,48.81,38.75,Barley
84,55,45,6.24,28.8,65.95,128.64,Maize
124,50,65,6.12,24.6,83.27,208.28,Rice
120,62,73,6.47,35.81,87.83,184.78,Rice
122,72,89,7.07,32.46,53.15,124.49,Cotton
112,66,67,6.54,31.55,79.11,253.34,Rice
92,56,49,6.72,22.99,57.7,109.03,Wheat
85,48,49,6.69,18.71,60.76,57.15,Wheat
92,65,54,5.85,29.53,91.87,217.25,Rice
58,42,39,5.85,15.45,45.15,75.95,Barley
120,63,66,6.78,30.05,49.42,113.84,Cotton
133,60,62,6.64,25.83,85.27,222.51,Rice
100,65,57,6.29,26.3,63.16,143.25,Maize
165,79,92,6.76,29.57,65.45,245.25,Sugarcane
75,46,42,6.94,14.46,54.64,96.76,Wheat
102,60,51,6.6,29.91,63.19,142.3,Maize
115,62,76,7.19,27.84,63.49,115.3,Cotton
107,68,63,6.18,27.58,92.99,234.67,Rice
60,64,46,6.44,25.12,68.91,96.12,Groundnut
116,54,62,6.9,28.42,89.98,192.2,Rice
94,57,47,6.6,14.77,56.79,59.2,Wheat
100,49,55,6.41,15.66,51.98,124.81,Wheat
77,48,56,5.86,15.09,48.24,86.84,Barley
103,45,48,6.97,23.23,69.67,130.44,Maize
161,79,86,7.06,30.31,80.07,262.85,Sugarcane
84,51,52,6.62,22.35,49.41,85.23,Wheat
94,47,42,6.9,18.6,65.55,67.5,Wheat
116,64,49,6.47,29.66,88.4,181.26,Rice
137,99,89,7.56,29.47,74.28,256.13,Sugarcane
128,56,56,6.48,26.69,84.67,261.99,Rice
75,34,42,6.8,18.37,48.87,55.95,Barley
71,58,44,6.63,7.99,51.12,70.55,Barley
134,57,66,6.75,37.86,61.46,88.45,Cotton
144,72,64,6.42,27.36,80.24,221.55,Rice
85,37,42,6.41,29.26,64.05,129.5,Groundnut
124,62,67,6.9,31.04,75.8,194.41,Rice
97,52,59,6.17,26.07,66.23,147.93,Maize
139,60,68,6.68,36.76,59.6,103.79,Cotton
80,47,47,7.16,20.09,56.32,79.94,Wheat
80,43,50,6.82,22.63,56.93,25.85,Wheat
133,72,55,6.1,27.62,85.28,241.88,Rice
82,48,53,6.33,25.77,64.56,101.62,Groundnut
63,56,50,6.25,25.33,55.07,95.0,Groundnut
92,52,45,7.04,13.81,53.78,91.12,Wheat
99,47,39,6.55,33.05,71.35,162.33,Maize
79,39,56,6.01,30.63,60.56,106.88,Groundnut
54,48,35,6.42,28.37,59.37,76.34,Groundnut
151,62,83,6.59,32.64,69.09,260.88,Sugarcane
153,84,96,6.87,31.7,76.25,233.41,Sugarcane
76,60,46,6.81,11.87,48.41,92.2,Wheat
82,53,58,6.02,23.34,58.85,155.73,Maize
61,49,41,6.5,18.4,49.99,76.14,Barley
85,73,53,6.58,23.92,67.45,159.2,Maize
154,77,85,7.11,26.59,78.81,290.73,Sugarcane
127,56,64,6.26,26.6,86.21,181.73,Rice
159,105,104,6.8,30.2,73.43,252.84,Sugarcane
123,76,77,7.14,30.72,61.53,112.22,Cotton
157,86,86,6.97,30.34,68.11,288.02,Sugarcane
116,47,53,6.52,29.75,84.92,243.14,Rice
126,59,64,6.2,27.85,88.56,282.26,Rice
102,38,43,6.77,18.3,53.87,88.68,Wheat
71,52,50,6.56,30.88,55.9,85.96,Groundnut
90,26,53,7.02,13.25,47.64,105.23,Barley
128,75,68,6.88,33.39,57.44,114.41,Cotton
67,55,39,6.66,29.29,61.75,111.55,Groundnut
123,67,60,6.59,32.92,86.91,226.23,Rice
46,61,46,5.93,25.82,60.56,87.82,Groundnut
72,53,46,7.42,16.7,38.49,74.47,Barley
118,59,47,6.36,26.14,71.5,168.22,Maize
104,56,53,6.48,24.34,66.57,135.58,Maize
74,56,46,6.41,16.34,45.22,74.53,Barley
96,48,53,7.3,21.02,66.7,66.86,Wheat
73,57,42,6.5,17.66,57.16,83.28,Wheat
64,43,36,6.59,14.26,44.36,53.92,Barley
103,49,67,5.99,27.43,58.61,129.81,Maize
145,55,61,6.86,34.02,95.31,244.17,Rice
106,74,62,5.98,26.67,85.55,254.09,Rice
118,76,58,7.02,32.25,52.25,80.12,Cotton
104,66,44,6.7,29.38,57.57,136.38,Maize
68,35,48,7.33,18.85,53.32,79.61,Barley
82,61,38,6.7,15.91,49.2,74.4,Wheat
74,28,41,6.85,16.65,45.04,35.85,Barley
64,40,36,6.51,13.37,43.7,91.56,Barley
132,61,67,6.33,32.26,66.65,74.09,Cotton
159,76,89,7.44,33.2,62.02,256.12,Sugarcane
94,53,48,7.35,19.48,50.16,84.97,Wheat
130,54,78,6.69,27.03,72.5,265.82,Rice
136,60,67,7.12,27.39,65.45,107.51,Cotton
85,53,41,6.39,32.19,68.32,135.8,Maize
82,47,55,5.98,28.59,58.08,73.49,Groundnut
53,55,54,6.31,18.23,58.02,79.58,Barley
129,76,69,6.51,30.55,60.94,67.86,Cotton
87,38,46,6.77,16.12,58.43,98.39,Wheat
142,65,64,5.86,26.37,81.06,207.58,Rice
98,57,63,6.77,24.68,64.35,158.1,Maize
98,46,58,6.75,23.5,74.78,170.44,Maize
56,34,36,6.35,17.73,44.25,68.95,Barley
100,44,58,5.99,24.99,65.96,187.54,Maize
128,75,73,6.92,33.49,56.95,148.66,Cotton
108,64,65,6.16,30.69,81.84,225.06,Rice
113,73,44,6.79,27.33,89.3,221.6,Rice
63,53,29,7.28,18.5,50.95,67.68,Barley
62,42,48,6.69,15.98,57.7,92.87,Barley
134,61,68,5.95,28.8,89.45,221.65,Rice
159,85,91,6.88,30.74,70.96,286.54,Sugarcane
60,40,51,6.54,16.85,50.76,113.84,Barley
176,78,91,6.78,25.75,72.78,260.43,Sugarcane
